SN,Paper Title,DOI,Authors,Author Regions,Affiliations,Year,Domain,Focus Region,Source,ORC ID
520,Bias in Bios: A Case Study of Semantic Representation Bias in a High-Stakes Setting,https://doi.org/10.1145/3287560.3287572,Maria De-Arteaga; Alexey Romanov; Hanna Wallach; Jennifer Chayes; Christian Borgs; Alexandra Chouldechova; Sahin Geyik; Krishnaram Kenthapadi; Adam Tauman Kalai,USA; USA; United Kingdom; United Kingdom; United Kingdom; USA; USA; USA; United Kingdom,Carnegie Mellon University; University of Massachusetts Lowell; Microsoft Research; Microsoft Research; Microsoft Research; Carnegie Mellon University; LinkedIn; LinkedIn; Microsoft Research,2019,LLMs & NLP,,FAccT,
521,50 Years of Test (Un)fairness: Lessons for Machine Learning,https://doi.org/10.48550/arxiv.1811.10104,Ben Hutchinson; Margaret Mitchell,,,2019,General Fairness & Bias Mitigation,,FAccT,
522,Fairness and Abstraction in Sociotechnical Systems,https://doi.org/10.1145/3287560.3287598,Andrew D. Selbst; danah boyd; Sorelle A. Friedler; Suresh Venkatasubramanian; Janet Vertesi,USA; USA; USA; USA; USA,Data & Society Research Institute; Microsoft; Haverford College; University of Utah; Princeton University,2019,General Fairness & Bias Mitigation,,FAccT,
523,Problem Formulation and Fairness,https://doi.org/10.1145/3287560.3287567,Samir Passi; Solon Barocas,USA; USA,Cornell University; Cornell University,2019,General Fairness & Bias Mitigation,,FAccT,
524,Racial categories in machine learning,https://doi.org/10.1145/3287560.3287575,Sebastian Benthall; Bruce D. Haynes,USA; USA,New York University; University of California Davis,2019,General Fairness & Bias Mitigation,,FAccT,
525,Classification with Fairness Constraints: A Meta-Algorithm with Provable Guarantees,https://doi.org/10.48550/arxiv.1806.06055,L. Elisa Celis; Lingxiao Huang; Vijay Keswani; Nisheeth K. Vishnoi,USA; ; ; USA,Yale University; ; ; Yale University,2019,General Fairness & Bias Mitigation,,FAccT,
526,A comparative study of fairness-enhancing interventions in machine learning,https://doi.org/10.1145/3287560.3287589,Sorelle A. Friedler; Carlos Scheidegger; Suresh Venkatasubramanian; Sonam Choudhary; Evan P. Hamilton; Derek Roth,USA; USA; USA; USA; USA; USA,Haverford College; University of Arizona; University of Utah; University of Utah; Haverford College; Haverford College,2019,General Fairness & Bias Mitigation,,FAccT,
527,Fairness Under Unawareness: Assessing Disparity When Protected Class Is Unobserved,https://doi.org/10.48550/arxiv.1811.11154,Jiahao Chen; Nathan Kallus; Xiaojie Mao; Geoffry Svacha; Madeleine Udell,; USA; USA; ; USA,; Cornell University; Cornell University; ; Cornell University,2019,General Fairness & Bias Mitigation,,FAccT,
528,An Empirical Study of Rich Subgroup Fairness for Machine Learning,https://doi.org/10.1145/3287560.3287592,Michael Kearns; Seth Neel; Aaron Roth; Zhiwei Steven Wu,USA; USA; USA; USA,University of Pennsylvania; University of Pennsylvania; University of Pennsylvania; University of Minnesota,2019,General Fairness & Bias Mitigation,,FAccT,
529,Equality of Voice: Towards Fair Representation in Crowdsourced Top-K Recommendations,https://doi.org/10.48550/arxiv.1811.08690,Abhijnan Chakraborty; Gourab K Patro; Niloy Ganguly; Krishna P. Gummadi; Patrick Loiseau,,,2019,Recommender Systems,,FAccT,
530,Analyzing Biases in Perception of Truth in News Stories and Their Implications for Fact Checking,https://doi.org/10.1145/3287560.3287581,Mahmoudreza Babaei; Abhijnan Chakraborty; Juhi Kulshrestha; Elissa M. Redmiles; Meeyoung Cha; Krishna P. Gummadi,Germany; Germany; Germany; ; South Korea; Germany,Max Planck Institute for Software Systems; Max Planck Institute for Software Systems; GESIS - Leibniz Institute for the Social Sciences; ; Korea Advanced Institute of Science and Technology; Max Planck Institute for Software Systems,2019,General Fairness & Bias Mitigation,,FAccT,
531,Measuring the Biases that Matter: The Ethical and Causal Foundations for Measures of Fairness in Algorithms,https://doi.org/10.1145/3287560.3287573,Bruce Glymour; Jonathan Herington,USA; USA,Kansas State University; Kansas State University,2019,General Fairness & Bias Mitigation,,FAccT,
532,Dissecting Racial Bias in an Algorithm that Guides Health Decisions for 70 Million People,https://doi.org/10.1145/3287560.3287593,Ziad Obermeyer; Sendhil Mullainathan,USA; USA,Berkeley College; University of Chicago,2019,Health & Clinical AI,,FAccT,
533,Closing the AI Accountability Gap: Defining an End-to-End Framework for Internal Algorithmic Auditing,https://doi.org/10.48550/arxiv.2001.00973,Inioluwa Deborah Raji; Andrew Smart; Rebecca N. White; Margaret Mitchell; Timnit Gebru; Ben Hutchinson; Jamila Smith-Loud; Daniel Theron; Parker Barnes,USA; USA; USA; USA; USA; USA; USA; USA; USA,Partners In Health; Google; Google; Google; Google; Google; Google; Google; Google,2020,General Fairness & Bias Mitigation,,FAccT,
534,Assessing Algorithmic Fairness with Unobserved Protected Class Using Data Combination,https://doi.org/10.1287/mnsc.2020.3850,Nathan Kallus; Xiaojie Mao; Angela Zhou,USA; USA; USA,Cornell University; Cornell University; Cornell University,2020,General Fairness & Bias Mitigation,,FAccT,
535,FlipTest: Fairness Testing via Optimal Transport,https://doi.org/10.1145/3351095.3372845,Emily Black; Samuel Yeom; Matt Fredrikson,USA; USA; USA,Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University,2020,General Fairness & Bias Mitigation,,FAccT,
536,Towards a Critical Race Methodology in Algorithmic Fairness,https://doi.org/10.1145/3351095.3372826,Alex Hanna; Emily Denton; Andrew Smart; Jamila Smith-Loud,USA; USA; USA; USA,Google; Google; Google; Google,2020,General Fairness & Bias Mitigation,,FAccT,
537,Mitigating Bias in Algorithmic Hiring: Evaluating Claims and Practices,https://doi.org/10.1145/3351095.3372828,Manish Raghavan; Solon Barocas; Jon Kleinberg; Karen Levy,USA; USA; USA; USA,Cornell University; Cornell University; Cornell University; Cornell University,2020,General Fairness & Bias Mitigation,,FAccT,
538,Reducing Sentiment Polarity for Demographic Attributes in Word Embeddings using Adversarial Learning,https://doi.org/10.1145/3351095.3372837,Chris Sweeney; Maryam Najafian,USA; USA,Massachusetts Institute of Technology; Massachusetts Institute of Technology,2020,LLMs & NLP,,FAccT,
539,Bias in Word Embeddings,https://doi.org/10.1145/3351095.3372843,Orestis Papakyriakopoulos; Simon Hegelich; Juan Carlos Medina Serrano; Fabienne Marco,Germany; Germany; Germany; Germany,Technical University of Munich; Technical University of Munich; Technical University of Munich; Technical University of Munich,2020,LLMs & NLP,,FAccT,
540,Towards Fairer Datasets: Filtering and Balancing the Distribution of the People Subtree in the ImageNet Hierarchy,https://doi.org/10.48550/arxiv.1912.07726,Kaiyu Yang; Klint Qinami; Li Fei-Fei; Jia Deng; Olga Russakovsky,USA; USA; USA; USA; USA,Princeton University; Princeton University; Stanford University; Princeton University; Princeton University,2020,General Fairness & Bias Mitigation,,FAccT,
541,Interventions for Ranking in the Presence of Implicit Bias,https://doi.org/10.1145/3351095.3372858,L. Elisa Celis; Anay Mehrotra; Nisheeth K. Vishnoi,USA; India; USA,Yale University; Indian Institute of Technology Kanpur; Yale University,2020,General Fairness & Bias Mitigation,,FAccT,
542,"Counterfactual Risk Assessments, Evaluation, and Fairness",https://doi.org/10.1145/3351095.3372851,Amanda Coston; Alan Mishler; Edward H. Kennedy; Alexandra Chouldechova,USA; USA; USA; USA,Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University,2020,General Fairness & Bias Mitigation,,FAccT,
543,Case Study: Predictive Fairness to Reduce Misdemeanor Recidivism Through Social Service Interventions,https://doi.org/10.1145/3351095.3372863,Kit T. Rodolfa; Erika Salomon; Lauren Haynes; Iván Higuera Mendieta; Jamie Larson; Rayid Ghani,USA; USA; USA; USA; USA; USA,Carnegie Mellon University; University of Chicago; University of Chicago; University of Chicago; Office of the Attorney General; Carnegie Mellon University,2020,General Fairness & Bias Mitigation,,FAccT,
544,The False Promise of Risk Assessments: Epistemic Reform and the Limits of Fairness,https://doi.org/10.1145/3351095.3372869,Ben Green,USA,Harvard University,2020,General Fairness & Bias Mitigation,,FAccT,
545,On the Apparent Conflict Between Individual and Group Fairness,https://doi.org/10.1145/3351095.3372864,Reuben Binns,United Kingdom,University of Oxford,2020,General Fairness & Bias Mitigation,,FAccT,
546,Fairness Is Not Static: Deeper Understanding of Long Term Fairness via Agents and Environments,https://doi.org/10.1145/3351095.3372878,Alexander D'Amour; Hansa Srinivasan; James Atwood; Pallavi Baljekar; D. Sculley; Yoni Halpern,USA; USA; USA; USA; USA; USA,Google; Google; Google; Google; Google; Google,2020,General Fairness & Bias Mitigation,,FAccT,
547,Data in New Delhi's Predictive Policing System,https://doi.org/10.1145/3351095.3372865,Vidushi Marda; Shivangi Narayan,; India,; Jawaharlal Nehru University,2020,General Fairness & Bias Mitigation,,FAccT,
548,Auditing Radicalization Pathways on YouTube,https://doi.org/10.1145/3351095.3372879,Manoel Horta Ribeiro; Raphael Ottoni; Robert West; Virgílio Almeida; Wagner Meira,Switzerland; Brazil; Switzerland; Brazil; Brazil,École Polytechnique Fédérale de Lausanne; Universidade Federal de Minas Gerais; École Polytechnique Fédérale de Lausanne; Universidade Federal de Minas Gerais; Universidade Federal de Minas Gerais,2020,General Fairness & Bias Mitigation,,FAccT,
549,Differential Tweetment,https://doi.org/10.1145/3442188.3445875,Ari Ball-Burack; Michelle Seng Ah Lee; Jennifer Cobbe; Jatinder Singh,United Kingdom; United Kingdom; United Kingdom; United Kingdom,University of Cambridge; University of Cambridge; University of Cambridge; University of Cambridge,2021,General Fairness & Bias Mitigation,,FAccT,
550,Biases in Generative Art: A Causal Look from the Lens of Art History,https://doi.org/10.48550/arxiv.2010.13266,Ramya Srinivasan; Kanji Uchino,USA; USA,Fujitsu Research of America; Fujitsu Research of America,2021,LLMs & NLP,,FAccT,
551,Image Representations Learned With Unsupervised Pre-Training Contain Human-like Biases,https://doi.org/10.1145/3442188.3445932,Ryan Steed; Aylin Caliskan,USA; USA,Carnegie Mellon University; George Washington University,2021,General Fairness & Bias Mitigation,,FAccT,
552,"One Label, One Billion Faces: Usage and Consistency of Racial Categories in Computer Vision",https://doi.org/10.48550/arxiv.2102.02320,Zaid Khan; Yun Fu,USA; USA,Northeastern University; Northeastern University,2021,General Fairness & Bias Mitigation,,FAccT,
553,BOLD: Dataset and Metrics for Measuring Biases in Open-Ended Language Generation,https://doi.org/10.1145/3442188.3445924,Jwala Dhamala; Tony Sun; Varun Kumar; Satyapriya Krishna; Yada Pruksachatkun; Kai-Wei Chang; Rahul Gupta,USA; USA; USA; USA; USA; USA; USA,Amazon; University of California Santa Barbara; Amazon; Amazon; Amazon; Amazon; Amazon,2021,LLMs & NLP,,FAccT,
554,Towards Cross-Lingual Generalization of Translation Gender Bias,https://doi.org/10.1145/3442188.3445907,Won Ik Cho; Jiwon Kim; Jaeyeong Yang; Nam Soo Kim,South Korea; South Korea; South Korea; South Korea,Seoul National University; Seoul National University; Seoul National University; Seoul National University,2021,LLMs & NLP,,FAccT,
555,Algorithmic Fairness in Predicting Opioid Use Disorder using Machine Learning,https://doi.org/10.1145/3442188.3445891,Angela E. Kilby,USA,Northeastern University,2021,Health & Clinical AI,,FAccT,
556,Fairness Violations and Mitigation under Covariate Shift,https://doi.org/10.1145/3442188.3445865,Harvineet Singh; Rina Singh; Vishwali Mhasawade; Rumi Chunara,USA; USA; USA; USA,New York University; New York University; New York University; New York University,2021,General Fairness & Bias Mitigation,,FAccT,
557,Towards Fair Deep Anomaly Detection,https://doi.org/10.1145/3442188.3445878,Hongjing Zhang; Ian Davidson,USA; USA,University of California Davis; University of California Davis,2021,General Fairness & Bias Mitigation,,FAccT,
558,Measurement and Fairness,https://doi.org/10.1145/3442188.3445901,Abigail Z. Jacobs; Hanna Wallach,USA; United Kingdom,University of Michigan; Microsoft Research,2021,General Fairness & Bias Mitigation,,FAccT,
559,Re-imagining Algorithmic Fairness in India and Beyond,https://doi.org/10.1145/3442188.3445896,Nithya Sambasivan; Erin Arnesen; Ben Hutchinson; Tulsee Doshi; Vinodkumar Prabhakaran,USA; USA; USA; USA; USA,Google; Google; Google; Google; Google,2021,General Fairness & Bias Mitigation,,FAccT,
560,"""This Whole Thing Smacks of Gender"": Algorithmic Exclusion in Bioimpedance-based Body Composition Analysis",https://doi.org/10.48550/arxiv.2101.08325,Kendra Albert; Maggie Delano,USA; USA,Harvard University; Swarthmore College,2021,Health & Clinical AI,,FAccT,
561,Censorship of Online Encyclopedias: Implications for NLP Models,https://doi.org/10.1145/3442188.3445916,Eddie Yang; Margaret E. Roberts,USA; USA,University of California San Diego; University of California San Diego,2021,LLMs & NLP,,FAccT,
562,When the Umpire is also a Player: Bias in Private Label Product Recommendations on E-commerce Marketplaces,https://doi.org/10.48550/arxiv.2102.00141,Abhisek Dash; Abhijnan Chakraborty; Saptarshi Ghosh; Animesh Mukherjee; Krishna P. Gummadi,India; India; India; India; Germany,Indian Institute of Technology Kharagpur; Indian Institute of Technology Delhi; Indian Institute of Technology Kharagpur; Indian Institute of Technology Kharagpur; Max Planck Institute for Software Systems,2021,Recommender Systems,,FAccT,
563,Fairness in Risk Assessment Instruments: Post-Processing to Achieve Counterfactual Equalized Odds,https://doi.org/10.1145/3442188.3445902,Alan Mishler; Edward H. Kennedy; Alexandra Chouldechova,USA; USA; USA,Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University,2021,General Fairness & Bias Mitigation,,FAccT,
564,Removing Spurious Features can Hurt Accuracy and Affect Groups Disproportionately,https://doi.org/10.1145/3442188.3445883,Fereshte Khani; Percy Liang,USA; USA,Stanford University; Stanford University,2021,General Fairness & Bias Mitigation,,FAccT,
565,The Effect of Differential Victim Crime Reporting on Predictive Policing Systems,https://doi.org/10.1145/3442188.3445877,Nil-Jana Akpinar; Maria De-Arteaga; Alexandra Chouldechova,USA; USA; USA,Carnegie Mellon University; University of Texas at Austin; Carnegie Mellon University,2021,General Fairness & Bias Mitigation,,FAccT,
566,Detecting Discriminatory Risk through Data Annotation Based on Bayesian Inferences,https://doi.org/10.1145/3442188.3445940,Elena Beretta; Antonio Vetrò; Bruno Lepri; Juan Carlos De Martin,Italy; Italy; Italy; Italy,Politecnico di Torino; Politecnico di Torino; Fondazione Bruno Kessler; Politecnico di Torino,2021,General Fairness & Bias Mitigation,,FAccT,
567,Avoiding Disparity Amplification under Different Worldviews,https://doi.org/10.1145/3442188.3445892,Samuel Yeom; Michael Carl Tschantz,USA; USA,Carnegie Mellon University; International Computer Science Institute,2021,General Fairness & Bias Mitigation,,FAccT,
568,The Effect of the Rooney Rule on Implicit Bias in the Long Term,https://doi.org/10.1145/3442188.3445930,L. Elisa Celis; C. P. Hays; Anay Mehrotra; Nisheeth K. Vishnoi,USA; USA; USA; USA,Yale University; Yale University; Yale University; Yale University,2021,General Fairness & Bias Mitigation,,FAccT,
569,Can You Fake It Until You Make It? Impacts of Differentially Private GAN Outputs in Clinical Settings,https://doi.org/10.1145/3442188.3445879,Victoria Cheng; Vinith M. Suriyakumar; Natalie Dullerud; Shalmali Joshi; Marzyeh Ghassemi,Canada; Canada; Canada; Canada; Canada,Vector Institute; University of Toronto; University of Toronto; Vector Institute; University of Toronto,2021,Health & Clinical AI,,FAccT,
570,Leveraging Administrative Data for Bias Audits: A Case Study in Child Welfare Decision Making,https://doi.org/10.1145/3442188.3445881,Amanda Coston; Neel Guha; Derek Ouyang; Lisa Lu; Alexandra Chouldechova; Daniel E. Ho,USA; USA; USA; USA; USA; USA,Carnegie Mellon University; Stanford University; Stanford University; Stanford University; Carnegie Mellon University; Stanford University,2021,General Fairness & Bias Mitigation,,FAccT,
571,Fair Clustering via Equitable Group Representations,https://doi.org/10.1145/3442188.3445913,Mohsen Abbasi; Aditya Bhaskara; Suresh Venkatasubramanian,USA; USA; USA,University of Utah; University of Utah; University of Utah,2021,General Fairness & Bias Mitigation,,FAccT,
572,Narratives and Counternarratives on Data Sharing in Africa,https://doi.org/10.1145/3442188.3445897,Rediet Abebe; Kehinde Aruleba; Abeba Birhane; Sara Kingsley; George Obaido; Sekou L. Remy; Swathi Sadagopan,USA; South Africa; Ireland; USA; South Africa; South Africa; USA,University of California Berkeley; University of the Witwatersrand; University College Dublin; Carnegie Mellon University; University of the Witwatersrand; IBM Research Africa; Deloitte,2021,General Fairness & Bias Mitigation,,FAccT,
573,Group Fairness: Independence Revisited,https://doi.org/10.1145/3442188.3445876,Tim Räz,Switzerland,University of Bern,2021,General Fairness & Bias Mitigation,,FAccT,
574,Taxonomy of Risks posed by Language Models,https://doi.org/10.1145/3531146.3533088,Laura Weidinger; Jonathan Uesato; Maribeth Rauh; Conor Griffin; Po-Sen Huang; John Mellor; Amelia Glaese; Myra Cheng; Borja Balle; Atoosa Kasirzadeh; Courtney Biles; Sasha Brown; Zac Kenton; Will Hawkins; Tom Stepleton; Abeba Birhane; Lisa Anne Hendricks; Laura Rimell; William Isaac; Julia Haas; Sean Legassick; Geoffrey Irving; Iason Gabriel,United Kingdom; United Kingdom; United Kingdom; United Kingdom; United Kingdom; United Kingdom; United Kingdom; USA; United Kingdom; Canada; United Kingdom; United Kingdom; United Kingdom; United Kingdom; United Kingdom; Ireland; United Kingdom; United Kingdom; United Kingdom; United Kingdom; United Kingdom; United Kingdom; United Kingdom,Google DeepMind; Google DeepMind; Google DeepMind; Google DeepMind; Google DeepMind; Google DeepMind; Google DeepMind; California Institute of Technology; Google DeepMind; University of Toronto; Google DeepMind; Google DeepMind; Google DeepMind; Google DeepMind; Google DeepMind; University College Dublin; Google DeepMind; Google DeepMind; Google DeepMind; Google DeepMind; Google DeepMind; Google DeepMind; Google DeepMind,2022,LLMs & NLP,,FAccT,
575,Exploring How Machine Learning Practitioners (Try To) Use Fairness Toolkits,https://doi.org/10.1145/3531146.3533113,Wesley Hanwen Deng; Manish Nagireddy; Michelle Seng Ah Lee; Jatinder Singh; Zhiwei Steven Wu; Kenneth Holstein; Haiyi Zhu,USA; USA; United Kingdom; United Kingdom; USA; USA; USA,Carnegie Mellon University; Carnegie Mellon University; University of Cambridge; University of Cambridge; Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University,2022,General Fairness & Bias Mitigation,,FAccT,
576,"Towards Intersectionality in Machine Learning: Including More Identities, Handling Underrepresentation, and Performing Evaluation",https://doi.org/10.1145/3531146.3533101,Angelina Wang; V. Ramaswamy; Olga Russakovsky,USA; USA; USA,Princeton University; Princeton University; Princeton University,2022,General Fairness & Bias Mitigation,,FAccT,
577,"Tackling Algorithmic Disability Discrimination in the Hiring Process: An Ethical, Legal and Technical Analysis",https://doi.org/10.1145/3531146.3533169,Maarten Buyl; Christina Cociancig; Cristina Frattone; Nele Roekens,Belgium; Germany; Italy; ,Ghent University Hospital; University of Bremen; Roma Tre University; ,2022,General Fairness & Bias Mitigation,,FAccT,
578,The Road to Explainability is Paved with Bias: Measuring the Fairness of Explanations,https://doi.org/10.1145/3531146.3533179,Aparna Balagopalan; Haoran Zhang; Kimia Hamidieh; Thomas Hartvigsen; Frank Rudzicz; Marzyeh Ghassemi,USA; USA; Canada; USA; Canada; Canada,Massachusetts Institute of Technology; Massachusetts Institute of Technology; University of Toronto; Massachusetts Institute of Technology; University of Toronto; Vector Institute,2022,General Fairness & Bias Mitigation,,FAccT,
579,"Are ""Intersectionally Fair"" AI Algorithms Really Fair to Women of Color? A Philosophical Analysis",https://doi.org/10.1145/3531146.3533114,Youjin Kong,USA,Oregon State University,2022,General Fairness & Bias Mitigation,,FAccT,
580,The Spotlight: A General Method for Discovering Systematic Errors in Deep Learning Models,https://doi.org/10.1145/3531146.3533240,Greg d'Eon; Jason d'Eon; James R. Wright; Kevin Leyton-Brown,Canada; Canada; Canada; Canada,University of British Columbia; Dalhousie University; University of Alberta; University of British Columbia,2022,General Fairness & Bias Mitigation,,FAccT,
581,Language Variation and Algorithmic Bias: Understanding Algorithmic Bias in British English Automatic Speech Recognition,https://doi.org/10.1145/3531146.3533117,Nina Markl,United Kingdom,University of Edinburgh,2022,LLMs & NLP,,FAccT,
582,Robots Enact Malignant Stereotypes,https://doi.org/10.1145/3531146.3533138,Andrew Hundt; William S. Agnew; Vicky Zeng; Severin Kacianka; Matthew Gombolay,USA; USA; USA; Germany; USA,Georgia Institute of Technology; University of Washington; Johns Hopkins University; Technical University of Munich; Georgia Institute of Technology,2022,General Fairness & Bias Mitigation,,FAccT,
583,Demographic-Reliant Algorithmic Fairness: Characterizing the Risks of Demographic Data Collection in the Pursuit of Fairness,https://doi.org/10.1145/3531146.3533226,McKane Andrus; Sarah Villeneuve,; ,; ,2022,General Fairness & Bias Mitigation,,FAccT,
584,"Fair Ranking: A Critical Review, Challenges, and Future Directions",https://doi.org/10.1145/3531146.3533238,Gourab K Patro; Lorenzo Porcaro; Laura E. Mitchell; Qiuyue Zhang; Meike Zehlike; Nikhil Garg,India; Spain; ; United Kingdom; Germany; USA,Indian Institute of Technology Indore; Universitat Pompeu Fabra; ; Accenture; Max Planck Institute for Software Systems; Cornell University,2022,General Fairness & Bias Mitigation,,FAccT,
585,"Theories of ""Gender"" in NLP Bias Research",https://doi.org/10.1145/3531146.3534627,Hannah Devinney; Jenny Björklund; Henrik Björklund,Sweden; Sweden; Sweden,Umeå University; Uppsala University; Umeå University,2022,LLMs & NLP,,FAccT,
586,Measuring Representational Harms in Image Captioning,https://doi.org/10.1145/3531146.3533099,Angelina Wang; Solon Barocas; Kristen Laird; Hanna Wallach,USA; USA; USA; USA,Princeton University; Microsoft; Microsoft; Microsoft,2022,LLMs & NLP,,FAccT,
587,"Net Benefit, Calibration, Threshold Selection, and Training Objectives for Algorithmic Fairness in Healthcare",https://doi.org/10.1145/3531146.3533166,Stephen Pfohl; Yizhe Xu; Agata Foryciarz; Nikolaos Ignatiadis; Julian Z. Genkins; Nigam H. Shah,USA; USA; USA; USA; USA; USA,Google; Stanford University; Stanford University; Stanford University; Stanford University; Stanford University,2022,Health & Clinical AI,,FAccT,
588,Bias in Automated Speaker Recognition,https://doi.org/10.1145/3531146.3533089,Wiebke Toussaint Hutiri; Aaron Yi Ding,Netherlands; Netherlands,Delft University of Technology; Delft University of Technology,2022,LLMs & NLP,,FAccT,
589,Gender and Racial Bias in Visual Question Answering Datasets,https://doi.org/10.1145/3531146.3533184,Yusuke Hirota; Yuta Nakashima; Noa García,Japan; Japan; Japan,Osaka University; Osaka University; Osaka University,2022,LLMs & NLP,,FAccT,
590,Exploring the Role of Grammar and Word Choice in Bias Toward African American English (AAE) in Hate Speech Classification,https://doi.org/10.1145/3531146.3533144,Camille Harris; Matan Halevy; Ayanna Howard; Amy Bruckman; Diyi Yang,USA; USA; USA; USA; USA,Georgia Institute of Technology; Georgia Institute of Technology; The Ohio State University; Georgia Institute of Technology; Georgia Institute of Technology,2022,LLMs & NLP,,FAccT,
591,"De-biasing ""Bias"" Measurement",https://doi.org/10.1145/3531146.3533105,Kristian Lum; Yunfeng Zhang; Amanda Bower,USA; USA; USA,Twitter; Twitter; Twitter,2022,General Fairness & Bias Mitigation,,FAccT,
592,Markedness in Visual Semantic AI,https://doi.org/10.1145/3531146.3533183,Robert E. Wolfe; Aylin Caliskan,USA; USA,University of Washington; University of Washington,2022,General Fairness & Bias Mitigation,,FAccT,
